Entity,Code,Year,Solar (TWh - equivalent)
Central America (BP),,2006,0.001841666642576456
Central America (BP),,2007,0.001858333358541131
Central America (BP),,2008,0.0018555554561316967
Central America (BP),,2009,0.002050000010058284
Central America (BP),,2010,0.00283333333209157
Central America (BP),,2011,0.003444444388151169
Central America (BP),,2012,0.00561111094430089
Central America (BP),,2013,0.008277777582406998
Central America (BP),,2014,0.034996941685676575
Central America (BP),,2015,1.6027019023895264
Central America (BP),,2016,3.1510469913482666
Central America (BP),,2017,3.886570692062378
Central America (BP),,2018,4.760605812072754
Central America (BP),,2019,5.8514628410339355
Central America (BP),,2020,6.7891154289245605
Central America (BP),,2021,7.913106441497803
Chile,CHL,1965,0
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,0
Chile,CHL,1972,0
Chile,CHL,1973,0
Chile,CHL,1974,0
Chile,CHL,1975,0
Chile,CHL,1976,0
Chile,CHL,1977,0
Chile,CHL,1978,0
Chile,CHL,1979,0
Chile,CHL,1980,0
Chile,CHL,1981,0
Chile,CHL,1982,0
Chile,CHL,1983,0
Chile,CHL,1984,0
Chile,CHL,1985,0
Chile,CHL,1986,0
Chile,CHL,1987,0
Chile,CHL,1988,0
Chile,CHL,1989,0
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0
Chile,CHL,2002,0
Chile,CHL,2003,0
Chile,CHL,2004,0
Chile,CHL,2005,0
Chile,CHL,2006,0
Chile,CHL,2007,0
Chile,CHL,2008,0
Chile,CHL,2009,0
Chile,CHL,2010,0
Chile,CHL,2011,0
Chile,CHL,2012,0.0009333333000540733
Chile,CHL,2013,0.018416667357087135
Chile,CHL,2014,1.242698311805725
Chile,CHL,2015,3.662712335586548
Chile,CHL,2016,6.827151775360107
Chile,CHL,2017,10.368249893188477
Chile,CHL,2018,13.542738914489746
Chile,CHL,2019,16.607223510742188
Chile,CHL,2020,19.998781204223633
Chile,CHL,2021,27.727163314819336
China,CHN,1965,0
China,CHN,1966,0
China,CHN,1967,0
China,CHN,1968,0
China,CHN,1969,0
China,CHN,1970,0
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.005916666705161333
China,CHN,1991,0.005916666705161333
China,CHN,1992,0.008861110545694828
China,CHN,1993,0.011833333410322666
China,CHN,1994,0.014777777716517448
China,CHN,1995,0.020694443956017494
China,CHN,1996,0.02661111019551754
China,CHN,1997,0.03252694383263588
China,CHN,1998,0.04139777645468712
China,CHN,1999,0.050268884748220444
China,CHN,2000,0.06505388766527176
China,CHN,2001,0.09107138961553574
China,CHN,2002,0.14010417461395264
China,CHN,2003,0.18560805916786194
China,CHN,2004,0.2190055400133133
China,CHN,2005,0.24052666127681732
China,CHN,2006,0.2703133225440979
China,CHN,2007,0.32234886288642883
China,CHN,2008,0.4271288812160492
China,CHN,2009,0.7791666388511658
China,CHN,2010,1.9456807374954224
China,CHN,2011,7.2000885009765625
China,CHN,2012,9.855914115905762
China,CHN,2013,22.822338104248047
China,CHN,2014,63.69674301147461
China,CHN,2015,106.32008361816406
China,CHN,2016,178.09780883789062
China,CHN,2017,313.5
China,CHN,2018,468.0291442871094
China,CHN,2019,590.457763671875
China,CHN,2020,685.7240600585938
China,CHN,2021,855.6533203125
Colombia,COL,1965,0
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0
Colombia,COL,1976,0
Colombia,COL,1977,0
Colombia,COL,1978,0
Colombia,COL,1979,0
Colombia,COL,1980,0
Colombia,COL,1981,0
Colombia,COL,1982,0
Colombia,COL,1983,0
Colombia,COL,1984,0
Colombia,COL,1985,0
Colombia,COL,1986,0
Colombia,COL,1987,0
Colombia,COL,1988,0
Colombia,COL,1989,0
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0.005416666157543659
Colombia,COL,2001,0.007833332754671574
Colombia,COL,2002,0.013583333231508732
Colombia,COL,2003,0.018583333119750023
Colombia,COL,2004,0.02291666716337204
Colombia,COL,2005,0.02730555459856987
Colombia,COL,2006,0
Colombia,COL,2007,0
Colombia,COL,2008,0
Colombia,COL,2009,0
Colombia,COL,2010,0
Colombia,COL,2011,0
Colombia,COL,2012,0
Colombia,COL,2013,0
Colombia,COL,2014,0
Colombia,COL,2015,0
Colombia,COL,2016,0
Colombia,COL,2017,0.01330555509775877
Colombia,COL,2018,0.031748611479997635
Colombia,COL,2019,0.34810638427734375
Colombia,COL,2020,0.5010960698127747
Colombia,COL,2021,0.8303283452987671
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0
Croatia,HRV,2005,0
Croatia,HRV,2006,0
Croatia,HRV,2007,0
Croatia,HRV,2008,0
Croatia,HRV,2009,0.00004611111216945574
Croatia,HRV,2010,0.00004583333429764025
Croatia,HRV,2011,0.000045555552787845954
Croatia,HRV,2012,0.005472222343087196
Croatia,HRV,2013,0.030780833214521408
Croatia,HRV,2014,0.09481833130121231
Croatia,HRV,2015,0.15349943935871124
Croatia,HRV,2016,0.1766844391822815
Croatia,HRV,2017,0.2094436138868332
Croatia,HRV,2018,0.19816499948501587
Croatia,HRV,2019,0.21904917061328888
Croatia,HRV,2020,0.25081053376197815
Croatia,HRV,2021,0.2545855641365051
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.001152777811512351
Cyprus,CYP,2005,0.0016194444615393877
Cyprus,CYP,2006,0.002861111192032695
Cyprus,CYP,2007,0.004888888448476791
Cyprus,CYP,2008,0.008416666649281979
Cyprus,CYP,2009,0.011166666634380817
Cyprus,CYP,2010,0.01941666565835476
Cyprus,CYP,2011,0.03310388699173927
Cyprus,CYP,2012,0.06032249704003334
Cyprus,CYP,2013,0.12809471786022186
Cyprus,CYP,2014,0.22648055851459503
Cyprus,CYP,2015,0.3410891592502594
Cyprus,CYP,2016,0.39067888259887695
Cyprus,CYP,2017,0.45779526233673096
Cyprus,CYP,2018,0.5075297355651855
Cyprus,CYP,2019,0.5753458738327026
Cyprus,CYP,2020,0.7763522267341614
Cyprus,CYP,2021,1.2400405406951904
Czechia,CZE,1965,0
Czechia,CZE,1966,0
Czechia,CZE,1967,0
Czechia,CZE,1968,0
Czechia,CZE,1969,0
Czechia,CZE,1970,0
Czechia,CZE,1971,0
Czechia,CZE,1972,0
Czechia,CZE,1973,0
Czechia,CZE,1974,0
Czechia,CZE,1975,0
Czechia,CZE,1976,0
Czechia,CZE,1977,0
Czechia,CZE,1978,0
Czechia,CZE,1979,0
Czechia,CZE,1980,0
Czechia,CZE,1981,0
Czechia,CZE,1982,0
Czechia,CZE,1983,0
Czechia,CZE,1984,0
Czechia,CZE,1985,0
Czechia,CZE,1986,0
Czechia,CZE,1987,0
Czechia,CZE,1988,0
Czechia,CZE,1989,0
Czechia,CZE,1990,0
Czechia,CZE,1991,0
Czechia,CZE,1992,0
Czechia,CZE,1993,0
Czechia,CZE,1994,0
Czechia,CZE,1995,0
Czechia,CZE,1996,0
Czechia,CZE,1997,0
Czechia,CZE,1998,0
Czechia,CZE,1999,0
Czechia,CZE,2000,0
Czechia,CZE,2001,0
Czechia,CZE,2002,0
Czechia,CZE,2003,0
Czechia,CZE,2004,0.0002888888993766159
Czechia,CZE,2005,0.00019472220446914434
Czechia,CZE,2006,0.00048333333688788116
Czechia,CZE,2007,0.00497222226113081
Czechia,CZE,2008,0.03635361045598984
Czechia,CZE,2009,0.2480124831199646
Czechia,CZE,2010,1.708929419517517
Czechia,CZE,2011,5.842830657958984
Czechia,CZE,2012,5.958499908447266
Czechia,CZE,2013,5.642159938812256
Czechia,CZE,2014,5.751143932342529
Czechia,CZE,2015,6.09635066986084
Czechia,CZE,2016,5.704767227172852
Czechia,CZE,2017,5.837188720703125
Czechia,CZE,2018,6.1901469230651855
Czechia,CZE,2019,6.025568962097168
Czechia,CZE,2020,5.8647661209106445
Czechia,CZE,2021,5.627635955810547
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0
Denmark,DNK,1984,0
Denmark,DNK,1985,0
Denmark,DNK,1986,0
Denmark,DNK,1987,0
Denmark,DNK,1988,0
Denmark,DNK,1989,0
Denmark,DNK,1990,0
Denmark,DNK,1991,0
Denmark,DNK,1992,0
Denmark,DNK,1993,0
Denmark,DNK,1994,0
Denmark,DNK,1995,0
Denmark,DNK,1996,0.0004777777648996562
Denmark,DNK,1997,0.0009444443858228624
Denmark,DNK,1998,0.0011833333410322666
Denmark,DNK,1999,0.0026027776766568422
Denmark,DNK,2000,0.003555555595085025
Denmark,DNK,2001,0.0035277777351439
Denmark,DNK,2002,0.0037499999161809683
Denmark,DNK,2003,0.004416666459292173
Denmark,DNK,2004,0.005305555183440447
Denmark,DNK,2005,0.006194444373250008
Denmark,DNK,2006,0.00630555534735322
Denmark,DNK,2007,0.0070555554702878
Denmark,DNK,2008,0.007361110765486956
Denmark,DNK,2009,0.010472222231328487
Denmark,DNK,2010,0.01711111143231392
Denmark,DNK,2011,0.041739996522665024
Denmark,DNK,2012,0.2847805619239807
Denmark,DNK,2013,1.4105172157287598
Denmark,DNK,2014,1.6133129596710205
Denmark,DNK,2015,1.62725830078125
Denmark,DNK,2016,1.9911285638809204
Denmark,DNK,2017,1.999922752380371
Denmark,DNK,2018,2.5213067531585693
Denmark,DNK,2019,2.539151668548584
Denmark,DNK,2020,3.1004183292388916
Denmark,DNK,2021,3.343899726867676
Eastern Africa (BP),,1971,0
Eastern Africa (BP),,1972,0
Eastern Africa (BP),,1973,0
Eastern Africa (BP),,1974,0
Eastern Africa (BP),,1975,0
Eastern Africa (BP),,1976,0
Eastern Africa (BP),,1977,0
Eastern Africa (BP),,1978,0
Eastern Africa (BP),,1979,0
Eastern Africa (BP),,1980,0
Eastern Africa (BP),,1981,0
Eastern Africa (BP),,1982,0
Eastern Africa (BP),,1983,0
Eastern Africa (BP),,1984,0
Eastern Africa (BP),,1985,0
Eastern Africa (BP),,1986,0
Eastern Africa (BP),,1987,0
Eastern Africa (BP),,1988,0
Eastern Africa (BP),,1989,0
Eastern Africa (BP),,1990,0
Eastern Africa (BP),,1991,0
Eastern Africa (BP),,1992,0
Eastern Africa (BP),,1993,0
Eastern Africa (BP),,1994,0
Eastern Africa (BP),,1995,0
Eastern Africa (BP),,1996,0
Eastern Africa (BP),,1997,0
Eastern Africa (BP),,1998,0
Eastern Africa (BP),,1999,0
Eastern Africa (BP),,2000,0
Eastern Africa (BP),,2001,0.0005111111095175147
Eastern Africa (BP),,2002,0.001013888861052692
Eastern Africa (BP),,2003,0.0010055555030703545
Eastern Africa (BP),,2004,0.0020027777645736933
Eastern Africa (BP),,2005,0.003944444470107555
Eastern Africa (BP),,2006,0.015111110173165798
Eastern Africa (BP),,2007,0.028585275635123253
Eastern Africa (BP),,2008,0.05376499891281128
Eastern Africa (BP),,2009,0.0935080498456955
Eastern Africa (BP),,2010,0.2702466547489166
Eastern Africa (BP),,2011,0.4911697208881378
Eastern Africa (BP),,2012,0.6830047369003296
Eastern Africa (BP),,2013,0.8463085889816284
Eastern Africa (BP),,2014,1.1025285720825195
Eastern Africa (BP),,2015,1.2547658681869507
Eastern Africa (BP),,2016,1.4256397485733032
Eastern Africa (BP),,2017,1.6214838027954102
Eastern Africa (BP),,2018,1.9216440916061401
Eastern Africa (BP),,2019,2.7395241260528564
Eastern Africa (BP),,2020,3.0754902362823486
Eastern Africa (BP),,2021,3.5492632389068604
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0.0000355555530404672
Ecuador,ECU,2006,0.00004222222196403891
Ecuador,ECU,2007,0.0000513888880959712
Ecuador,ECU,2008,0.00007499999628635123
Ecuador,ECU,2009,0.000022000000171829015
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0.0001602777629159391
Ecuador,ECU,2012,0.0008916666265577078
Ecuador,ECU,2013,0.0099722221493721
Ecuador,ECU,2014,0.044653329998254776
Ecuador,ECU,2015,0.097103051841259
Ecuador,ECU,2016,0.10374805331230164
Ecuador,ECU,2017,0.09974527359008789
Ecuador,ECU,2018,0.1007474958896637
Ecuador,ECU,2019,0.4387636184692383
Ecuador,ECU,2020,0.09916860610246658
Ecuador,ECU,2021,0.09647694230079651
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0.0005916666705161333
Egypt,EGY,2001,0.0026444443501532078
Egypt,EGY,2002,0.002916666679084301
Egypt,EGY,2003,0.002888888819143176
Egypt,EGY,2004,0.002888888819143176
Egypt,EGY,2005,0.002861111192032695
Egypt,EGY,2006,0.00283333333209157
Egypt,EGY,2007,0.0033888889010995626
Egypt,EGY,2008,0.00422222213819623
Egypt,EGY,2009,0.006138888653367758
Egypt,EGY,2010,0.06994471698999405
Egypt,EGY,2011,0.6746813654899597
Egypt,EGY,2012,1.3824865818023682
Egypt,EGY,2013,0.06932639330625534
Egypt,EGY,2014,0.3780519366264343
Egypt,EGY,2015,0.11310471594333649
Egypt,EGY,2016,0.6253827810287476
Egypt,EGY,2017,1.603547215461731
Egypt,EGY,2018,1.4631215333938599
Egypt,EGY,2019,3.9274933338165283
Egypt,EGY,2020,7.449488162994385
Egypt,EGY,2021,7.401943683624268
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0.0002805555413942784
Estonia,EST,2010,0.00027749998844228685
Estonia,EST,2011,0.0005527777830138803
Estonia,EST,2012,0.0008222222095355392
Estonia,EST,2013,0.0038055554032325745
Estonia,EST,2014,0.008388889022171497
Estonia,EST,2015,0.015888888388872147
Estonia,EST,2016,0.02591666579246521
Estonia,EST,2017,0.038567498326301575
Estonia,EST,2018,0.08149360865354538
Estonia,EST,2019,0.19374388456344604
Estonia,EST,2020,0.3333072066307068
Estonia,EST,2021,0.6597444415092468
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0
Europe,,1979,0
Europe,,1980,0
Europe,,1981,0
Europe,,1982,0
Europe,,1983,0
Europe,,1984,0.003000000026077032
Europe,,1985,0.003000000026077032
Europe,,1986,0.003000000026077032
Europe,,1987,0
Europe,,1988,0.003000000026077032
Europe,,1989,0.026888886466622353
Europe,,1990,0.0369499996304512
Europe,,1991,0.045811109244823456
Europe,,1992,0.07417500019073486
Europe,,1993,0.0957074984908104
Europe,,1994,0.10254860669374466
Europe,,1995,0.13255110383033752
Europe,,1996,0.14133165776729584
Europe,,1997,0.16832250356674194
Europe,,1998,0.19837693870067596
Europe,,1999,0.2371155470609665
Europe,,2000,0.22018027305603027
Europe,,2001,0.5705863237380981
Europe,,2002,0.9187247157096863
Europe,,2003,1.3592618703842163
Europe,,2004,2.164393901824951
Europe,,2005,4.330589294433594
Europe,,2006,7.310084819793701
Europe,,2007,10.96469497680664
Europe,,2008,21.32575225830078
Europe,,2009,40.005149841308594
Europe,,2010,65.21232604980469
Europe,,2011,129.94332885742188
Europe,,2012,198.0607147216797
Europe,,2013,235.8863525390625
Europe,,2014,264.08917236328125
Europe,,2015,291.8780517578125
Europe,,2016,299.43939208984375
Europe,,2017,320.6885070800781
Europe,,2018,341.5918884277344
Europe,,2019,375.2486267089844
Europe,,2020,437.8908996582031
Europe,,2021,484.91033935546875
Europe (BP),,1965,0
Europe (BP),,1966,0
Europe (BP),,1967,0
Europe (BP),,1968,0
Europe (BP),,1969,0
Europe (BP),,1970,0
Europe (BP),,1971,0
Europe (BP),,1972,0
Europe (BP),,1973,0
Europe (BP),,1974,0
Europe (BP),,1975,0
Europe (BP),,1976,0
Europe (BP),,1977,0
Europe (BP),,1978,0
Europe (BP),,1979,0
Europe (BP),,1980,0
Europe (BP),,1981,0
Europe (BP),,1982,0
Europe (BP),,1983,0
Europe (BP),,1984,0.003000000026077032
Europe (BP),,1985,0.003000000026077032
Europe (BP),,1986,0.003000000026077032
Europe (BP),,1987,0
Europe (BP),,1988,0.003000000026077032
Europe (BP),,1989,0.026888888329267502
Europe (BP),,1990,0.03696249797940254
Europe (BP),,1991,0.04583333432674408
Europe (BP),,1992,0.07418499886989594
Europe (BP),,1993,0.09575611352920532
Europe (BP),,1994,0.10257361084222794
Europe (BP),,1995,0.1325913965702057
Europe (BP),,1996,0.1413777768611908
Europe (BP),,1997,0.16833028197288513
Europe (BP),,1998,0.1983799934387207
Europe (BP),,1999,0.23714470863342285
Europe (BP),,2000,0.22021666169166565
Europe (BP),,2001,0.5705258250236511
Europe (BP),,2002,0.9187177419662476
Europe (BP),,2003,1.3592816591262817
Europe (BP),,2004,2.164402723312378
Europe (BP),,2005,4.330578804016113
Europe (BP),,2006,7.310094356536865
Europe (BP),,2007,10.964678764343262
Europe (BP),,2008,21.325729370117188
Europe (BP),,2009,40.0051383972168
Europe (BP),,2010,65.21898651123047
Europe (BP),,2011,129.94793701171875
Europe (BP),,2012,198.06080627441406
Europe (BP),,2013,235.8743133544922
Europe (BP),,2014,263.6974182128906
Europe (BP),,2015,291.4728088378906
Europe (BP),,2016,300.9085388183594
Europe (BP),,2017,326.69317626953125
Europe (BP),,2018,360.263671875
Europe (BP),,2019,396.5624084472656
Europe (BP),,2020,461.31231689453125
Europe (BP),,2021,511.69671630859375
European Union (27),,1965,0
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0
European Union (27),,1979,0
European Union (27),,1980,0
European Union (27),,1981,0
European Union (27),,1982,0
European Union (27),,1983,0
European Union (27),,1984,0
European Union (27),,1985,0
European Union (27),,1986,0
European Union (27),,1987,0
European Union (27),,1988,0
European Union (27),,1989,0.026888888329267502
European Union (27),,1990,0.03400527685880661
European Union (27),,1991,0.03991944342851639
European Union (27),,1992,0.06531389057636261
European Union (27),,1993,0.08392833173274994
European Union (27),,1994,0.08778860419988632
European Union (27),,1995,0.11484944075345993
European Union (27),,1996,0.12067888677120209
European Union (27),,1997,0.14763139188289642
European Union (27),,1998,0.17472416162490845
European Union (27),,1999,0.20461776852607727
European Union (27),,2000,0.16906055808067322
European Union (27),,2001,0.5104891657829285
European Union (27),,2002,0.8499150276184082
European Union (27),,2003,1.279319405555725
European Union (27),,2004,2.081779956817627
European Union (27),,2005,4.228148937225342
European Union (27),,2006,7.188675403594971
European Union (27),,2007,10.820266723632812
European Union (27),,2008,21.149898529052734
European Union (27),,2009,39.771087646484375
European Union (27),,2010,64.80340576171875
European Union (27),,2011,128.66664123535156
European Union (27),,2012,192.5286407470703
European Union (27),,2013,227.344482421875
European Union (27),,2014,249.05618286132812
European Union (27),,2015,266.1421813964844
European Union (27),,2016,265.0810852050781
European Union (27),,2017,281.7287292480469
European Union (27),,2018,297.6565856933594
European Union (27),,2019,324.92822265625
European Union (27),,2020,376.2969055175781
European Union (27),,2021,420.2912902832031
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0.0014777777250856161
Finland,FIN,1991,0.0014777777250856161
Finland,FIN,1992,0.0017750000115484
Finland,FIN,1993,0.0020694443956017494
Finland,FIN,1994,0.0023666666820645332
Finland,FIN,1995,0.0023666666820645332
Finland,FIN,1996,0.0029444443061947823
Finland,FIN,1997,0.003555555595085025
Finland,FIN,1998,0.0038333330303430557
Finland,FIN,1999,0.004138888791203499
Finland,FIN,2000,0.0047222222201526165
Finland,FIN,2001,0.004999999888241291
Finland,FIN,2002,0.00555555522441864
Finland,FIN,2003,0.006083332933485508
Finland,FIN,2004,0.006916666403412819
Finland,FIN,2005,0.007444444578140974
Finland,FIN,2006,0.009666666388511658
Finland,FIN,2007,0.010749999433755875
Finland,FIN,2008,0.0109722213819623
Finland,FIN,2009,0.012000000104308128
Finland,FIN,2010,0.013055555522441864
Finland,FIN,2011,0.014611111022531986
Finland,FIN,2012,0.015638887882232666
Finland,FIN,2013,0.017722221091389656
Finland,FIN,2014,0.021666664630174637
Finland,FIN,2015,0.029921945184469223
Finland,FIN,2016,0.059489719569683075
Finland,FIN,2017,0.13172055780887604
Finland,FIN,2018,0.24052055180072784
Finland,FIN,2019,0.3914019465446472
Finland,FIN,2020,0.5809668898582458
Finland,FIN,2021,0.8061479926109314
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.004399999976158142
France,FRA,1993,0.00497222226113081
France,FRA,1994,0.00555555522441864
France,FRA,1995,0.0060277776792645454
France,FRA,1996,0.007833332754671574
France,FRA,1997,0.010083332657814026
France,FRA,1998,0.012083332985639572
France,FRA,1999,0.013444444164633751
France,FRA,2000,0.015444444492459297
France,FRA,2001,0.018111111596226692
France,FRA,2002,0.020722221583127975
France,FRA,2003,0.022527776658535004
France,FRA,2004,0.024333331733942032
France,FRA,2005,0.030068056657910347
France,FRA,2006,0.033877499401569366
France,FRA,2007,0.05089722201228142
France,FRA,2008,0.11802249401807785
France,FRA,2009,0.485931932926178
France,FRA,2010,1.7208589315414429
France,FRA,2011,5.732483863830566
