Entity,Code,Year,Solar Capacity
Malaysia,MYS,2011,0.5440000295639038
Malaysia,MYS,2012,31.583999633789062
Malaysia,MYS,2013,138.6739959716797
Malaysia,MYS,2014,205.38800048828125
Malaysia,MYS,2015,266.2850036621094
Malaysia,MYS,2016,344.1080017089844
Malaysia,MYS,2017,393.8080139160156
Malaysia,MYS,2018,545.0750122070312
Malaysia,MYS,2019,893.594970703125
Malaysia,MYS,2020,1482.5970458984375
Malaysia,MYS,2021,1786.7469482421875
Mexico,MEX,1996,10
Mexico,MEX,1997,11
Mexico,MEX,1998,12
Mexico,MEX,1999,13
Mexico,MEX,2000,14
Mexico,MEX,2001,15
Mexico,MEX,2002,16
Mexico,MEX,2003,16
Mexico,MEX,2004,16
Mexico,MEX,2005,16
Mexico,MEX,2006,16
Mexico,MEX,2007,19
Mexico,MEX,2008,19
Mexico,MEX,2009,25.100000381469727
Mexico,MEX,2010,29.799999237060547
Mexico,MEX,2011,42.400001525878906
Mexico,MEX,2012,72.80000305175781
Mexico,MEX,2013,109
Mexico,MEX,2014,174
Mexico,MEX,2015,287
Mexico,MEX,2016,632.5999755859375
Mexico,MEX,2017,1125.739990234375
Mexico,MEX,2018,2541
Mexico,MEX,2019,4426.2080078125
Mexico,MEX,2020,5149
Mexico,MEX,2021,7026
Middle East (BP),,1996,0
Middle East (BP),,1997,0.30000001192092896
Middle East (BP),,1998,0.30000001192092896
Middle East (BP),,1999,0.4000000059604645
Middle East (BP),,2000,0.36500000953674316
Middle East (BP),,2001,0.3700000047683716
Middle East (BP),,2002,0.3700000047683716
Middle East (BP),,2003,0.3700000047683716
Middle East (BP),,2004,0.4000000059604645
Middle East (BP),,2005,1.399999976158142
Middle East (BP),,2006,1.7419999837875366
Middle East (BP),,2007,2.2730000019073486
Middle East (BP),,2008,4.422999858856201
Middle East (BP),,2009,36.112998962402344
Middle East (BP),,2010,84.822998046875
Middle East (BP),,2011,208.58299255371094
Middle East (BP),,2012,302.72100830078125
Middle East (BP),,2013,462.6099853515625
Middle East (BP),,2014,712.5239868164062
Middle East (BP),,2015,969.9520263671875
Middle East (BP),,2016,1475.52001953125
Middle East (BP),,2017,2110.6630859375
Middle East (BP),,2018,3253.535888671875
Middle East (BP),,2019,5732.76123046875
Middle East (BP),,2020,7030.5400390625
Middle East (BP),,2021,7969.05615234375
Morocco,MAR,1996,0
Morocco,MAR,1997,0
Morocco,MAR,1998,0
Morocco,MAR,1999,0
Morocco,MAR,2000,6.699999809265137
Morocco,MAR,2001,7
Morocco,MAR,2002,7.699999809265137
Morocco,MAR,2003,8.399999618530273
Morocco,MAR,2004,9.100000381469727
Morocco,MAR,2005,10
Morocco,MAR,2006,10.800000190734863
Morocco,MAR,2007,11.944999694824219
Morocco,MAR,2008,12.845000267028809
Morocco,MAR,2009,13.444999694824219
Morocco,MAR,2010,13.545000076293945
Morocco,MAR,2011,14.173999786376953
Morocco,MAR,2012,15.173999786376953
Morocco,MAR,2013,15.173999786376953
Morocco,MAR,2014,19.600000381469727
Morocco,MAR,2015,19.799999237060547
Morocco,MAR,2016,21.8700008392334
Morocco,MAR,2017,23.895000457763672
Morocco,MAR,2018,193.89500427246094
Morocco,MAR,2019,193.9029998779297
Morocco,MAR,2020,194
Morocco,MAR,2021,234.3000030517578
Netherlands,NLD,1996,0.699999988079071
Netherlands,NLD,1997,1
Netherlands,NLD,1998,1
Netherlands,NLD,1999,5
Netherlands,NLD,2000,13
Netherlands,NLD,2001,21
Netherlands,NLD,2002,26
Netherlands,NLD,2003,46
Netherlands,NLD,2004,50
Netherlands,NLD,2005,51
Netherlands,NLD,2006,53
Netherlands,NLD,2007,54
Netherlands,NLD,2008,59
Netherlands,NLD,2009,69
Netherlands,NLD,2010,90
Netherlands,NLD,2011,149
Netherlands,NLD,2012,287
Netherlands,NLD,2013,650
Netherlands,NLD,2014,1007
Netherlands,NLD,2015,1526
Netherlands,NLD,2016,2135
Netherlands,NLD,2017,2911
Netherlands,NLD,2018,4608
Netherlands,NLD,2019,7226
Netherlands,NLD,2020,10949.7197265625
Netherlands,NLD,2021,14249
North America,,1996,26.899999618530273
North America,,1997,28.600000381469727
North America,,1998,32.20000076293945
North America,,1999,36.599998474121094
North America,,2000,198.5989990234375
North America,,2001,238.8040008544922
North America,,2002,282.9750061035156
North America,,2003,323.12799072265625
North America,,2004,395.3760070800781
North America,,2005,529.6680297851562
North America,,2006,738.8720092773438
North America,,2007,1025.22802734375
North America,,2008,1213.22802734375
North America,,2009,1749.612060546875
North America,,2010,3191.528076171875
North America,,2011,5846.87890625
North America,,2012,8980.9560546875
North America,,2013,13083.15625
North America,,2014,18006.15625
North America,,2015,24883.15625
North America,,2016,36669.7578125
North America,,2017,45868.52734375
North America,,2018,55961.6875
North America,,2019,67335.2109375
North America,,2020,82818.703125
North America,,2021,104882.6171875
North America (BP),,1996,26.899999618530273
North America (BP),,1997,28.600000381469727
North America (BP),,1998,32.20000076293945
North America (BP),,1999,35.599998474121094
North America (BP),,2000,197
North America (BP),,2001,237
North America (BP),,2002,281
North America (BP),,2003,321
North America (BP),,2004,393
North America (BP),,2005,527
North America (BP),,2006,736
North America (BP),,2007,1022
North America (BP),,2008,1210
North America (BP),,2009,1746.0999755859375
North America (BP),,2010,3187.800048828125
North America (BP),,2011,5842.39990234375
North America (BP),,2012,8975.7998046875
North America (BP),,2013,13078
North America (BP),,2014,18001
North America (BP),,2015,24490
North America (BP),,2016,36255.6015625
North America (BP),,2017,45414.73828125
North America (BP),,2018,55448.140625
North America (BP),,2019,66821.34375
North America (BP),,2020,82304.8359375
North America (BP),,2021,104368.75
Oceania,,1996,16
Oceania,,1997,19
Oceania,,1998,23
Oceania,,1999,25
Oceania,,2000,25
Oceania,,2001,29
Oceania,,2002,34
Oceania,,2003,39
Oceania,,2004,46
Oceania,,2005,52
Oceania,,2006,61
Oceania,,2007,70
Oceania,,2008,82
Oceania,,2009,329
Oceania,,2010,1088
Oceania,,2011,2470
Oceania,,2012,3796
Oceania,,2013,4565
Oceania,,2014,5284
Oceania,,2015,5943
Oceania,,2016,6686
Oceania,,2017,7352
Oceania,,2018,8623
Oceania,,2019,12967
Oceania,,2020,17342
Oceania,,2021,19074
Other Africa (BP),,1996,1.012425184249878
Other Africa (BP),,1997,1.0372756719589233
Other Africa (BP),,1998,1.0621260404586792
Other Africa (BP),,1999,2.0994017124176025
Other Africa (BP),,2000,4.126999855041504
Other Africa (BP),,2001,5.5289998054504395
Other Africa (BP),,2002,6.942999839782715
Other Africa (BP),,2003,9.019000053405762
Other Africa (BP),,2004,12.295999526977539
Other Africa (BP),,2005,15.364999771118164
Other Africa (BP),,2006,22.868000030517578
Other Africa (BP),,2007,34.01100158691406
Other Africa (BP),,2008,49.62799835205078
Other Africa (BP),,2009,92.0999984741211
Other Africa (BP),,2010,163.33799743652344
Other Africa (BP),,2011,231.55599975585938
Other Africa (BP),,2012,304.47698974609375
Other Africa (BP),,2013,375.17401123046875
Other Africa (BP),,2014,474.5190124511719
Other Africa (BP),,2015,594.2050170898438
Other Africa (BP),,2016,734.4210205078125
Other Africa (BP),,2017,980.43798828125
Other Africa (BP),,2018,1448.2440185546875
Other Africa (BP),,2019,1766.2249755859375
Other Africa (BP),,2020,1941.8909912109375
Other Africa (BP),,2021,2268.47509765625
Other Asia Pacific (BP),,1996,0
Other Asia Pacific (BP),,1997,0
Other Asia Pacific (BP),,1998,1
Other Asia Pacific (BP),,1999,2
Other Asia Pacific (BP),,2000,1.9539999961853027
Other Asia Pacific (BP),,2001,3.697000026702881
Other Asia Pacific (BP),,2002,5.380000114440918
Other Asia Pacific (BP),,2003,8.109000205993652
Other Asia Pacific (BP),,2004,10.378999710083008
Other Asia Pacific (BP),,2005,13.458999633789062
Other Asia Pacific (BP),,2006,17.097000122070312
Other Asia Pacific (BP),,2007,28.183000564575195
Other Asia Pacific (BP),,2008,42.625999450683594
Other Asia Pacific (BP),,2009,59.05799865722656
Other Asia Pacific (BP),,2010,82.5
Other Asia Pacific (BP),,2011,117.33100128173828
Other Asia Pacific (BP),,2012,183.56500244140625
Other Asia Pacific (BP),,2013,251.1179962158203
Other Asia Pacific (BP),,2014,344.19500732421875
Other Asia Pacific (BP),,2015,532.8920288085938
Other Asia Pacific (BP),,2016,719.2520141601562
Other Asia Pacific (BP),,2017,1003.0789794921875
Other Asia Pacific (BP),,2018,1185.6710205078125
Other Asia Pacific (BP),,2019,1805.1290283203125
Other Asia Pacific (BP),,2020,2324.80810546875
Other Asia Pacific (BP),,2021,2801.298095703125
Other CIS (BP),,1996,0
Other CIS (BP),,1997,0
Other CIS (BP),,1998,0
Other CIS (BP),,1999,0
Other CIS (BP),,2000,0
Other CIS (BP),,2001,0
Other CIS (BP),,2002,0
Other CIS (BP),,2003,0
Other CIS (BP),,2004,0
Other CIS (BP),,2005,0.06300000101327896
Other CIS (BP),,2006,0.07900000363588333
Other CIS (BP),,2007,0.6970000267028809
Other CIS (BP),,2008,0.48500001430511475
Other CIS (BP),,2009,0.2980000078678131
Other CIS (BP),,2010,1.5670000314712524
Other CIS (BP),,2011,1.9950000047683716
Other CIS (BP),,2012,3.436000108718872
Other CIS (BP),,2013,17.761999130249023
Other CIS (BP),,2014,83.82499694824219
Other CIS (BP),,2015,155.5030059814453
Other CIS (BP),,2016,231.218994140625
Other CIS (BP),,2017,287.0559997558594
Other CIS (BP),,2018,682.4600219726562
Other CIS (BP),,2019,1342.5999755859375
Other CIS (BP),,2020,1920.5
Other CIS (BP),,2021,3250.365966796875
Other Europe (BP),,1996,4.900000095367432
Other Europe (BP),,1997,5.199999809265137
Other Europe (BP),,1998,5.400000095367432
Other Europe (BP),,1999,6
Other Europe (BP),,2000,9
Other Europe (BP),,2001,10.260000228881836
Other Europe (BP),,2002,10.793999671936035
Other Europe (BP),,2003,24.47100067138672
Other Europe (BP),,2004,35.9640007019043
Other Europe (BP),,2005,36.90299987792969
Other Europe (BP),,2006,39.43899917602539
Other Europe (BP),,2007,40.222999572753906
Other Europe (BP),,2008,45.34000015258789
Other Europe (BP),,2009,55.12699890136719
Other Europe (BP),,2010,71.14199829101562
Other Europe (BP),,2011,138.39500427246094
Other Europe (BP),,2012,293.5480041503906
Other Europe (BP),,2013,476.08599853515625
Other Europe (BP),,2014,623.6439819335938
Other Europe (BP),,2015,711.56201171875
Other Europe (BP),,2016,801.093017578125
Other Europe (BP),,2017,962.9949951171875
Other Europe (BP),,2018,1142.5340576171875
Other Europe (BP),,2019,1602.1190185546875
Other Europe (BP),,2020,2321.008056640625
Other Europe (BP),,2021,2978.446044921875
Other Middle East (BP),,1996,0
Other Middle East (BP),,1997,0
Other Middle East (BP),,1998,0
Other Middle East (BP),,1999,0
Other Middle East (BP),,2000,0.3499999940395355
Other Middle East (BP),,2001,0.35499998927116394
Other Middle East (BP),,2002,0.35499998927116394
Other Middle East (BP),,2003,0.35499998927116394
Other Middle East (BP),,2004,0.38499999046325684
Other Middle East (BP),,2005,0.38499999046325684
Other Middle East (BP),,2006,0.4269999861717224
Other Middle East (BP),,2007,0.4580000042915344
Other Middle East (BP),,2008,1.4079999923706055
Other Middle East (BP),,2009,1.5219999551773071
Other Middle East (BP),,2010,4.081999778747559
Other Middle East (BP),,2011,6.089000225067139
Other Middle East (BP),,2012,17.441999435424805
Other Middle East (BP),,2013,59.867000579833984
Other Middle East (BP),,2014,92.01699829101562
Other Middle East (BP),,2015,165.28900146484375
Other Middle East (BP),,2016,274.9209899902344
Other Middle East (BP),,2017,476.739013671875
Other Middle East (BP),,2018,770.4080200195312
Other Middle East (BP),,2019,921.8209838867188
Other Middle East (BP),,2020,1146.7679443359375
Other Middle East (BP),,2021,1530.4339599609375
Other South and Central America (BP),,1996,0
Other South and Central America (BP),,1997,0
Other South and Central America (BP),,1998,0
Other South and Central America (BP),,1999,1
Other South and Central America (BP),,2000,2.8980000019073486
Other South and Central America (BP),,2001,5.500999927520752
Other South and Central America (BP),,2002,7.633999824523926
Other South and Central America (BP),,2003,9.550000190734863
Other South and Central America (BP),,2004,11.493000030517578
Other South and Central America (BP),,2005,13.60099983215332
Other South and Central America (BP),,2006,19.156999588012695
Other South and Central America (BP),,2007,25.010000228881836
Other South and Central America (BP),,2008,33.979000091552734
Other South and Central America (BP),,2009,57.84199905395508
Other South and Central America (BP),,2010,115.13099670410156
Other South and Central America (BP),,2011,176.33399963378906
Other South and Central America (BP),,2012,345.48699951171875
Other South and Central America (BP),,2013,438.3970031738281
Other South and Central America (BP),,2014,552.4099731445312
Other South and Central America (BP),,2015,879.5780029296875
Other South and Central America (BP),,2016,1080.7039794921875
Other South and Central America (BP),,2017,1804.43603515625
Other South and Central America (BP),,2018,2231.330078125
Other South and Central America (BP),,2019,2801.06396484375
Other South and Central America (BP),,2020,3181.366943359375
Other South and Central America (BP),,2021,3816.1240234375
Pakistan,PAK,1996,0
Pakistan,PAK,1997,0
Pakistan,PAK,1998,0
Pakistan,PAK,1999,0
Pakistan,PAK,2000,0
Pakistan,PAK,2001,0
Pakistan,PAK,2002,0
Pakistan,PAK,2003,0
Pakistan,PAK,2004,0
Pakistan,PAK,2005,0
Pakistan,PAK,2006,0
Pakistan,PAK,2007,0.14000000059604645
Pakistan,PAK,2008,1.1399999856948853
Pakistan,PAK,2009,6.670000076293945
Pakistan,PAK,2010,9.274999618530273
Pakistan,PAK,2011,18.631999969482422
Pakistan,PAK,2012,45.78300094604492
Pakistan,PAK,2013,100.65799713134766
Pakistan,PAK,2014,165.36300659179688
Pakistan,PAK,2015,265.5119934082031
Pakistan,PAK,2016,589.5050048828125
Pakistan,PAK,2017,654.698974609375
Pakistan,PAK,2018,679.1090087890625
Pakistan,PAK,2019,763.31298828125
Pakistan,PAK,2020,860.31298828125
Pakistan,PAK,2021,1083.31298828125
Philippines,PHL,1996,0
Philippines,PHL,1997,0
Philippines,PHL,1998,0
Philippines,PHL,1999,0
Philippines,PHL,2000,0
Philippines,PHL,2001,0
Philippines,PHL,2002,0
Philippines,PHL,2003,0
Philippines,PHL,2004,2
Philippines,PHL,2005,2.0199999809265137
Philippines,PHL,2006,2.0199999809265137
Philippines,PHL,2007,2.0199999809265137
Philippines,PHL,2008,2.0199999809265137
Philippines,PHL,2009,2.0199999809265137
Philippines,PHL,2010,2.0199999809265137
Philippines,PHL,2011,2.0199999809265137
Philippines,PHL,2012,2.0199999809265137
Philippines,PHL,2013,3.046999931335449
Philippines,PHL,2014,27.73699951171875
Philippines,PHL,2015,172.5500030517578
Philippines,PHL,2016,784.14501953125
Philippines,PHL,2017,908.3759765625
Philippines,PHL,2018,916.9609985351562
Philippines,PHL,2019,982.2459716796875
Philippines,PHL,2020,1057.8809814453125
Philippines,PHL,2021,1369.7340087890625
Poland,POL,1997,0
Poland,POL,1998,0
Poland,POL,1999,0
Poland,POL,2000,0
Poland,POL,2001,0
Poland,POL,2002,0
Poland,POL,2003,0
Poland,POL,2004,0
Poland,POL,2005,0
Poland,POL,2006,0
Poland,POL,2007,0
Poland,POL,2008,0
Poland,POL,2009,0
Poland,POL,2010,0
Poland,POL,2011,1.1100000143051147
Poland,POL,2012,1.2999999523162842
Poland,POL,2013,2.3929998874664307
Poland,POL,2014,27.149999618530273
Poland,POL,2015,107.7770004272461
Poland,POL,2016,187.2469940185547
Poland,POL,2017,287.09100341796875
Poland,POL,2018,561.9760131835938
Poland,POL,2019,1539.259033203125
Poland,POL,2020,3954.962890625
Poland,POL,2021,6256.75390625
Portugal,PRT,1996,0.4000000059604645
Portugal,PRT,1997,0.5
Portugal,PRT,1998,0.6000000238418579
Portugal,PRT,1999,0.8999999761581421
Portugal,PRT,2000,1
Portugal,PRT,2001,1
Portugal,PRT,2002,1
Portugal,PRT,2003,2
Portugal,PRT,2004,2
Portugal,PRT,2005,2
Portugal,PRT,2006,3
Portugal,PRT,2007,24
Portugal,PRT,2008,59
Portugal,PRT,2009,115
Portugal,PRT,2010,134
Portugal,PRT,2011,172
Portugal,PRT,2012,238
Portugal,PRT,2013,296
Portugal,PRT,2014,415
Portugal,PRT,2015,447
Portugal,PRT,2016,512.823974609375
Portugal,PRT,2017,579.2360229492188
Portugal,PRT,2018,667.4310302734375
Portugal,PRT,2019,901.43798828125
Portugal,PRT,2020,1100.2919921875
Portugal,PRT,2021,1801.2919921875
Romania,ROU,1996,0
Romania,ROU,1997,0
Romania,ROU,1998,0
Romania,ROU,1999,0
Romania,ROU,2000,0
Romania,ROU,2001,0
Romania,ROU,2002,0
Romania,ROU,2003,0
Romania,ROU,2004,0
Romania,ROU,2005,0
Romania,ROU,2006,0
Romania,ROU,2007,0
Romania,ROU,2008,0.10000000149011612
Romania,ROU,2009,0.10000000149011612
Romania,ROU,2010,0.10000000149011612
Romania,ROU,2011,1
Romania,ROU,2012,41
Romania,ROU,2013,761
Romania,ROU,2014,1293
Romania,ROU,2015,1326
Romania,ROU,2016,1372
Romania,ROU,2017,1374.1290283203125
Romania,ROU,2018,1385.8199462890625
Romania,ROU,2019,1397.7049560546875
Romania,ROU,2020,1382.5389404296875
Romania,ROU,2021,1397.5389404296875
Russia,RUS,1996,0
Russia,RUS,1997,0
Russia,RUS,1998,0
Russia,RUS,1999,0
Russia,RUS,2000,0
Russia,RUS,2001,0
Russia,RUS,2002,0
Russia,RUS,2003,0
Russia,RUS,2004,0
Russia,RUS,2005,0
Russia,RUS,2006,0
Russia,RUS,2007,0
Russia,RUS,2008,0
Russia,RUS,2009,0
Russia,RUS,2010,0.009999999776482582
Russia,RUS,2011,0.023000000044703484
Russia,RUS,2012,0.09300000220537186
Russia,RUS,2013,1.2589999437332153
Russia,RUS,2014,5
Russia,RUS,2015,61.31999969482422
Russia,RUS,2016,76.31999969482422
Russia,RUS,2017,225.32000732421875
Russia,RUS,2018,535.3200073242188
Russia,RUS,2019,1276.3199462890625
Russia,RUS,2020,1427.8199462890625
Russia,RUS,2021,1661.02001953125
Slovakia,SVK,1996,0
Slovakia,SVK,1997,0
Slovakia,SVK,1998,0
Slovakia,SVK,1999,0
Slovakia,SVK,2000,0
Slovakia,SVK,2001,0
Slovakia,SVK,2002,0
Slovakia,SVK,2003,0
Slovakia,SVK,2004,0
Slovakia,SVK,2005,0
Slovakia,SVK,2006,0
Slovakia,SVK,2007,0
Slovakia,SVK,2008,0
Slovakia,SVK,2009,0
Slovakia,SVK,2010,19
Slovakia,SVK,2011,496
Slovakia,SVK,2012,513
Slovakia,SVK,2013,533
Slovakia,SVK,2014,533
Slovakia,SVK,2015,533
Slovakia,SVK,2016,533
Slovakia,SVK,2017,528
Slovakia,SVK,2018,472
Slovakia,SVK,2019,590
Slovakia,SVK,2020,535
Slovakia,SVK,2021,535
South Africa,ZAF,1996,0
South Africa,ZAF,1997,2
South Africa,ZAF,1998,4
South Africa,ZAF,1999,6
South Africa,ZAF,2000,0
South Africa,ZAF,2001,0
South Africa,ZAF,2002,0
South Africa,ZAF,2003,0
South Africa,ZAF,2004,0
South Africa,ZAF,2005,0
South Africa,ZAF,2006,0
South Africa,ZAF,2007,0
South Africa,ZAF,2008,0
South Africa,ZAF,2009,0
South Africa,ZAF,2010,1.9589999914169312
South Africa,ZAF,2011,5.6579999923706055
South Africa,ZAF,2012,11.303000450134277
South Africa,ZAF,2013,261.625
South Africa,ZAF,2014,1062.9010009765625
South Africa,ZAF,2015,1251.656005859375
South Africa,ZAF,2016,1974.0260009765625
South Africa,ZAF,2017,3146.72998046875
South Africa,ZAF,2018,4400.92919921875
South Africa,ZAF,2019,4404.9912109375
South Africa,ZAF,2020,5489.578125
South Africa,ZAF,2021,5721.09521484375
South America,,1996,0
South America,,1997,0
South America,,1998,0
South America,,1999,0
South America,,2000,0.02500000037252903
South America,,2001,0.06199999898672104
South America,,2002,0.06199999898672104
South America,,2003,0.7420000433921814
South America,,2004,0.7440000176429749
South America,,2005,0.7440000176429749
South America,,2006,0.7440000176429749
South America,,2007,0.7440000176429749
South America,,2008,0.7900000214576721
South America,,2009,0.8400000333786011
South America,,2010,0.8799999952316284
South America,,2011,7.348999977111816
South America,,2012,14.859999656677246
South America,,2013,35.78499984741211
South America,,2014,249.94900512695312
South America,,2015,630.1849975585938
South America,,2016,1261.594970703125
South America,,2017,3024.593017578125
South America,,2018,4763.2578125
South America,,2019,7709
South America,,2020,11848.73046875
South America,,2021,18486.298828125
South Korea,KOR,1996,0
South Korea,KOR,1997,0
South Korea,KOR,1998,0
South Korea,KOR,1999,0
South Korea,KOR,2000,4
South Korea,KOR,2001,5
South Korea,KOR,2002,5
South Korea,KOR,2003,6
South Korea,KOR,2004,9
South Korea,KOR,2005,14
South Korea,KOR,2006,36
South Korea,KOR,2007,81
South Korea,KOR,2008,357
South Korea,KOR,2009,524
South Korea,KOR,2010,650
South Korea,KOR,2011,730
South Korea,KOR,2012,1024
South Korea,KOR,2013,1555
South Korea,KOR,2014,2481
South Korea,KOR,2015,3615
South Korea,KOR,2016,4502
South Korea,KOR,2017,5835
South Korea,KOR,2018,8099
South Korea,KOR,2019,11952
South Korea,KOR,2020,14574.791015625
South Korea,KOR,2021,18160.57421875
South and Central America (BP),,1996,0
South and Central America (BP),,1997,0
South and Central America (BP),,1998,0
South and Central America (BP),,1999,2
South and Central America (BP),,2000,4.521999835968018
South and Central America (BP),,2001,7.367000102996826
South and Central America (BP),,2002,9.670999526977539
South and Central America (BP),,2003,12.420000076293945
South and Central America (BP),,2004,14.61299991607666
South and Central America (BP),,2005,17.01300048828125
South and Central America (BP),,2006,22.773000717163086
South and Central America (BP),,2007,28.98200035095215
South and Central America (BP),,2008,37.99700164794922
South and Central America (BP),,2009,62.194000244140625
South and Central America (BP),,2010,119.73899841308594
South and Central America (BP),,2011,188.16200256347656
South and Central America (BP),,2012,365.50299072265625
South and Central America (BP),,2013,479.3380126953125
South and Central America (BP),,2014,807.5150146484375
South and Central America (BP),,2015,1902.9189453125
South and Central America (BP),,2016,2756.455078125
South and Central America (BP),,2017,5282.81494140625
South and Central America (BP),,2018,7508.27392578125
South and Central America (BP),,2019,11024.064453125
South and Central America (BP),,2020,15544.0966796875
South and Central America (BP),,2021,22816.423828125
Spain,ESP,1996,1
Spain,ESP,1997,1
Spain,ESP,1998,1
Spain,ESP,1999,2
Spain,ESP,2000,10
Spain,ESP,2001,13
Spain,ESP,2002,17
Spain,ESP,2003,22
Spain,ESP,2004,33
Spain,ESP,2005,52
Spain,ESP,2006,130
Spain,ESP,2007,494
Spain,ESP,2008,3384
Spain,ESP,2009,3423
Spain,ESP,2010,3873
Spain,ESP,2011,4283
Spain,ESP,2012,4569
Spain,ESP,2013,4690
Spain,ESP,2014,4697
Spain,ESP,2015,4704
Spain,ESP,2016,4713
Spain,ESP,2017,4723
Spain,ESP,2018,4763.60693359375
Spain,ESP,2019,8839.2529296875
Spain,ESP,2020,10285.4765625
Spain,ESP,2021,13648.4765625
Sweden,SWE,1996,2
Sweden,SWE,1997,2
Sweden,SWE,1998,2
Sweden,SWE,1999,3
Sweden,SWE,2000,3
Sweden,SWE,2001,3
Sweden,SWE,2002,3
Sweden,SWE,2003,4
Sweden,SWE,2004,4
Sweden,SWE,2005,4
Sweden,SWE,2006,5
Sweden,SWE,2007,6
Sweden,SWE,2008,8
Sweden,SWE,2009,9
Sweden,SWE,2010,11
Sweden,SWE,2011,12
Sweden,SWE,2012,24
Sweden,SWE,2013,43
Sweden,SWE,2014,60
Sweden,SWE,2015,104
Sweden,SWE,2016,153
Sweden,SWE,2017,244
Sweden,SWE,2018,428
Sweden,SWE,2019,714
Sweden,SWE,2020,1107
Sweden,SWE,2021,1577.4000244140625
Switzerland,CHE,1996,8
Switzerland,CHE,1997,10
Switzerland,CHE,1998,12
Switzerland,CHE,1999,13
Switzerland,CHE,2000,16
Switzerland,CHE,2001,18
Switzerland,CHE,2002,20
Switzerland,CHE,2003,22
Switzerland,CHE,2004,24
Switzerland,CHE,2005,28
Switzerland,CHE,2006,30
Switzerland,CHE,2007,37
Switzerland,CHE,2008,49
Switzerland,CHE,2009,79
Switzerland,CHE,2010,125
Switzerland,CHE,2011,223
Switzerland,CHE,2012,437
Switzerland,CHE,2013,756
Switzerland,CHE,2014,1061
Switzerland,CHE,2015,1394
Switzerland,CHE,2016,1664
Switzerland,CHE,2017,1906
Switzerland,CHE,2018,2173
Switzerland,CHE,2019,2498
Switzerland,CHE,2020,2973.389892578125
Switzerland,CHE,2021,3448.780029296875
Taiwan,TWN,1996,0
Taiwan,TWN,1997,0
Taiwan,TWN,1998,0
Taiwan,TWN,1999,0
Taiwan,TWN,2000,0.10000000149011612
Taiwan,TWN,2001,0.20000000298023224
Taiwan,TWN,2002,0.33000001311302185
Taiwan,TWN,2003,0.44999998807907104
Taiwan,TWN,2004,0.5699999928474426
Taiwan,TWN,2005,1.0399999618530273
Taiwan,TWN,2006,1.409999966621399
Taiwan,TWN,2007,2.440000057220459
Taiwan,TWN,2008,5.579999923706055
Taiwan,TWN,2009,9.510000228881836
Taiwan,TWN,2010,34.55500030517578
Taiwan,TWN,2011,129.91200256347656
Taiwan,TWN,2012,231.281005859375
Taiwan,TWN,2013,409.93798828125
Taiwan,TWN,2014,635.9509887695312
Taiwan,TWN,2015,884.2509765625
Taiwan,TWN,2016,1245.0550537109375
Taiwan,TWN,2017,1767.7020263671875
Taiwan,TWN,2018,2738.118896484375
Taiwan,TWN,2019,4149.5390625
Taiwan,TWN,2020,5817.205078125
Taiwan,TWN,2021,7700.212890625
Thailand,THA,1996,0
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0
Thailand,THA,2005,0
Thailand,THA,2006,30.40999984741211
Thailand,THA,2007,32.25
Thailand,THA,2008,32.349998474121094
Thailand,THA,2009,37
Thailand,THA,2010,48.599998474121094
Thailand,THA,2011,78.69999694824219
Thailand,THA,2012,376.70001220703125
Thailand,THA,2013,823.5
Thailand,THA,2014,1298.5
Thailand,THA,2015,1419.5999755859375
Thailand,THA,2016,2446.10009765625
Thailand,THA,2017,2697.260009765625
Thailand,THA,2018,2962.43994140625
Thailand,THA,2019,2982.6201171875
Thailand,THA,2020,2982.6201171875
Thailand,THA,2021,3043.6201171875
Turkey,TUR,1996,0
Turkey,TUR,1997,0
Turkey,TUR,1998,0
Turkey,TUR,1999,0
Turkey,TUR,2000,0.10000000149011612
Turkey,TUR,2001,0.30000001192092896
Turkey,TUR,2002,0.6000000238418579
Turkey,TUR,2003,1
Turkey,TUR,2004,1.5
Turkey,TUR,2005,2
Turkey,TUR,2006,2.5
Turkey,TUR,2007,3
Turkey,TUR,2008,3.700000047683716
Turkey,TUR,2009,4.699999809265137
Turkey,TUR,2010,5.699999809265137
Turkey,TUR,2011,6.699999809265137
Turkey,TUR,2012,11.699999809265137
Turkey,TUR,2013,17.700000762939453
Turkey,TUR,2014,40
Turkey,TUR,2015,249
Turkey,TUR,2016,833
Turkey,TUR,2017,3420.699951171875
Turkey,TUR,2018,5062.60791015625
Turkey,TUR,2019,5995.15478515625
Turkey,TUR,2020,6667.35498046875
Turkey,TUR,2021,7815.55517578125
Ukraine,UKR,1996,0
Ukraine,UKR,1997,0
Ukraine,UKR,1998,0
Ukraine,UKR,1999,0
Ukraine,UKR,2000,0
Ukraine,UKR,2001,0
Ukraine,UKR,2002,0
Ukraine,UKR,2003,0
Ukraine,UKR,2004,0
Ukraine,UKR,2005,0
Ukraine,UKR,2006,0
Ukraine,UKR,2007,0
Ukraine,UKR,2008,0
Ukraine,UKR,2009,0
Ukraine,UKR,2010,2.5
Ukraine,UKR,2011,188.1999969482422
Ukraine,UKR,2012,371.6000061035156
Ukraine,UKR,2013,748.4000244140625
